mdn_hash,device_make,device_model,entry_time,exit_time,duration,timeZone,state,city,latitude,longitude,CMA_CD
f5748817-3d35-4de0-acb0-0407c6b4526b,Kyocera,DuraForce PRO 2,2024-09-14 19:17:57,2024-09-14 20:00:00,42,CST,TX,Dallas,32.74962399116862,-97.0954150294535,2
479e2d4c-977f-4caa-9d5d-cdd4898d3631,Samsung,Moto G Power,2024-09-14 15:10:41,2024-09-14 16:42:15,91,CST,TX,Garland,32.74902715638605,-97.09986083541354,4
4a3d61ac-0e9f-4fc3-90d4-6a99804e6cd2,Google,Pixel 6,2024-09-14 12:47:22,2024-09-14 15:20:58,153,CST,TX,Plano,32.752331455621245,-97.0870997957558,4
21276728-2663-4792-9f88-8fa5c33795f6,Motorola,DuraForce PRO 2,2024-09-14 17:48:29,2024-09-14 19:02:54,74,CST,TX,McKinney,32.74475622308043,-97.09438765841477,1
25550e3a-2890-47fa-a322-c1ab8772ee9c,Motorola,Moto G Power,2024-09-14 17:21:31,2024-09-14 18:07:58,46,CST,TX,Plano,32.7443915015917,-97.07626754945264,4
13160356-1a0e-4f37-b824-cbd9f53f8d8b,Apple,Moto G Power,2024-09-14 19:35:01,2024-09-14 20:00:00,24,CST,TX,Denton,32.750065402593464,-97.10981821914963,2
c7500e78-f8c8-49cf-b711-ce8eb1d918c5,Google,DuraForce PRO 2,2024-09-14 17:46:14,2024-09-14 19:29:34,103,CST,TX,Denton,32.751681766967415,-97.09357358924477,2
708d2736-a68e-462e-ae09-629193843b4f,Kyocera,iPhone 13,2024-09-14 17:41:54,2024-09-14 18:02:17,20,CST,TX,Prosper,32.745835689679545,-97.07513554823605,3
371a2226-388d-468f-9b29-ef6cb12075a6,Google,DuraForce PRO 2,2024-09-14 14:51:48,2024-09-14 18:12:10,200,CST,TX,Plano,32.7505787616618,-97.11007819132034,3
1e2f943b-4e5b-4620-bfc8-f7f895d91bfc,Apple,Galaxy S21,2024-09-14 18:16:47,2024-09-14 20:00:00,103,CST,TX,Richardson,32.74542684843455,-97.09332446978351,4
aa3c4f12-9aa2-4db5-b439-c6259d9c1972,Google,iPhone 13,2024-09-14 17:33:14,2024-09-14 20:00:00,146,CST,TX,Arlington,32.750217063351435,-97.10333392325974,6
8843fd84-416c-4aa9-977f-071f02c55ddc,Kyocera,Pixel 6,2024-09-14 19:24:26,2024-09-14 20:00:00,35,CST,TX,Gunter,32.74940481057128,-97.08553441582276,1
57db6499-b418-4398-b1b5-8ad5200c3f60,Samsung,DuraForce PRO 2,2024-09-14 17:38:07,2024-09-14 20:00:00,141,CST,TX,Arlington,32.74613494240315,-97.09733516069758,4
db8c3289-143e-4bff-bb63-0bbf729d4d90,Samsung,Pixel 6,2024-09-14 15:14:42,2024-09-14 18:10:40,175,CST,TX,McKinney,32.74438802936593,-97.10199238575836,3
aaf8b0a6-edc4-4ee4-8e89-674e45806734,Motorola,iPhone 13,2024-09-14 12:32:30,2024-09-14 14:55:20,142,CST,TX,Prosper,32.7523363428656,-97.09102597782746,2
450e351b-ef92-4bf3-a2dc-777a98a5e1ad,Kyocera,iPhone 13,2024-09-14 17:54:04,2024-09-14 20:00:00,125,CST,TX,Irving,32.749998055716134,-97.0998159783407,4
369387e9-0523-400f-b1d7-4ba518328c7f,Apple,iPhone 13,2024-09-14 13:07:43,2024-09-14 13:20:08,12,CST,TX,Rockwall,32.74846666480197,-97.07832577595798,6
48e3a473-14c2-43f8-b1c9-72f774ea16b5,Google,Moto G Power,2024-09-14 16:53:23,2024-09-14 18:39:50,106,CST,TX,Southlake,32.743359106387224,-97.08464024254243,7
f40062e2-b11a-47a0-9954-deb05d0b2e60,Kyocera,Galaxy S21,2024-09-14 14:22:26,2024-09-14 15:52:37,90,CST,TX,Rockwall,32.74194737325515,-97.09654031354869,4
f58e59ca-bfcd-4c6e-9f11-6a7846ca9a49,Samsung,DuraForce PRO 2,2024-09-14 14:19:15,2024-09-14 15:02:57,43,CST,TX,Irving,32.7465664488923,-97.09488309604089,3
7905112a-ca66-42bf-a3f7-45c542d408b2,Apple,Galaxy S21,2024-09-14 12:26:17,2024-09-14 13:28:58,62,CST,TX,DFW,32.7507543022112,-97.09405726501937,5
f591a92c-4d9a-46ca-ab2b-0ffaac270f72,Samsung,iPhone 13,2024-09-14 12:57:12,2024-09-14 14:55:43,118,CST,TX,Rockwall,32.748908474138,-97.09695377920345,3
92fc209a-7de5-4741-9816-f23431ad8788,Google,Moto G Power,2024-09-14 12:11:17,2024-09-14 15:29:21,198,CST,TX,Arlington,32.74401189723196,-97.07748189834305,6
f7ecd4e7-17fe-4265-844a-1d6304783ce4,Samsung,Moto G Power,2024-09-14 17:50:59,2024-09-14 20:00:00,129,CST,TX,Plano,32.749754817166846,-97.1099374734116,7
f12f0491-4dba-48f2-8663-b2eac7f72c0d,Google,Pixel 6,2024-09-14 17:46:13,2024-09-14 18:26:11,39,CST,TX,McKinney,32.74466586394743,-97.08560821830162,4
706c8109-2fb8-45d7-a119-bfaf19808243,Samsung,iPhone 13,2024-09-14 14:41:34,2024-09-14 14:56:48,15,CST,TX,Frisco,32.748241619695946,-97.0787558440038,1
e03c6a6f-314a-4244-ace9-56490c5015a5,Apple,Galaxy S21,2024-09-14 18:55:27,2024-09-14 19:31:02,35,CST,TX,Celina,32.748935388782435,-97.0756679984787,1
e0940baa-e14b-4475-b8dc-1b735e00706c,Samsung,iPhone 13,2024-09-14 13:40:53,2024-09-14 15:28:34,107,CST,TX,Frisco,32.75047333970562,-97.0990253590497,5
06558d3e-9c2c-4a30-bdc0-b1c71d980564,Motorola,iPhone 13,2024-09-14 15:42:26,2024-09-14 17:31:23,108,CST,TX,Rockwall,32.75080618971719,-97.07916249053557,6
b9192dc9-87df-4596-b4d7-7d5089b14fc4,Samsung,Galaxy S21,2024-09-14 15:19:50,2024-09-14 16:26:17,66,CST,TX,Celina,32.74457171963705,-97.08084955460585,4
8db8cb9a-58a5-4e8d-8f18-eacc92d13456,Apple,DuraForce PRO 2,2024-09-14 15:03:13,2024-09-14 17:35:46,152,CST,TX,Princeton,32.74708819642236,-97.0815585016836,5
8b317593-97cb-4391-9d07-c047f2f99fa6,Motorola,Galaxy S21,2024-09-14 17:31:49,2024-09-14 19:44:44,132,CST,TX,Garland,32.74412119866476,-97.10460271887754,2
ca1fdbd4-0233-41f5-96ae-d6704badfa54,Apple,Moto G Power,2024-09-14 16:09:08,2024-09-14 16:49:41,40,CST,TX,Frisco,32.74249705338806,-97.09737256925935,4
ed2bc2f8-d641-47b8-a9f3-a26f06195431,Google,Pixel 6,2024-09-14 13:21:16,2024-09-14 15:18:52,117,CST,TX,Plano,32.74454863367233,-97.09911938828655,3
86dc1f94-76d9-4e88-b6fa-b98b626d18df,Motorola,Galaxy S21,2024-09-14 14:58:50,2024-09-14 15:10:58,12,CST,TX,Arlington,32.74553403378387,-97.11396785701166,6
012e348f-5e4c-45db-9f62-f415f4981410,Kyocera,Galaxy S21,2024-09-14 16:20:09,2024-09-14 18:47:18,147,CST,TX,Frisco,32.74964337020405,-97.08535457165526,1
1577e45b-2a8c-42a7-81b2-024c532c453d,Apple,DuraForce PRO 2,2024-09-14 19:18:55,2024-09-14 20:00:00,41,CST,TX,Richardson,32.74332420229437,-97.10910853581504,5
e8fbe171-a6ab-4480-8c76-261f77d7daba,Kyocera,Galaxy S21,2024-09-14 15:07:48,2024-09-14 18:24:17,196,CST,TX,Rockwall,32.75007827888769,-97.1042180917344,3
6aec0135-b896-423c-8f89-a1081b51f6c5,Google,DuraForce PRO 2,2024-09-14 16:16:10,2024-09-14 18:03:37,107,CST,TX,Irving,32.74328165268984,-97.0900662172884,1
6ee784f9-8296-41e1-baa2-5581d2483ae9,Google,DuraForce PRO 2,2024-09-14 12:24:58,2024-09-14 16:09:44,224,CST,TX,Prosper,32.747409099737915,-97.08321063986553,4
acea1360-d0ae-4c40-8f8c-27e0b3e8fc69,Apple,iPhone 13,2024-09-14 17:19:49,2024-09-14 20:00:00,160,CST,TX,Princeton,32.74243672865289,-97.08690240160033,7
2028edf7-3e37-4a9a-959f-ff3f1719048d,Motorola,Pixel 6,2024-09-14 17:27:49,2024-09-14 20:00:00,152,CST,TX,Richardson,32.745191577092555,-97.09578052819327,5
794a87ba-6ae1-46bb-a47a-24c473c73dc4,Motorola,Galaxy S21,2024-09-14 13:26:15,2024-09-14 15:30:46,124,CST,TX,Arlington,32.7452540123412,-97.10677003941886,3
3c6f58a9-8a26-4fd0-81a1-4b9fb0919d78,Apple,DuraForce PRO 2,2024-09-14 13:01:18,2024-09-14 13:35:16,33,CST,TX,Irving,32.74761462013822,-97.11288673859517,1
ae4c9d6d-10a2-403e-a9ba-cab80858217a,Google,Pixel 6,2024-09-14 13:25:37,2024-09-14 15:25:15,119,CST,TX,Arlington,32.744387211461785,-97.07665986052868,6
18792a2b-00c2-4f1a-bb03-d13d0193ba9a,Kyocera,DuraForce PRO 2,2024-09-14 18:06:06,2024-09-14 20:00:00,113,CST,TX,Rockwall,32.74847676259143,-97.09405654979416,5
d3eefa9d-e432-43b1-a3ec-44ad93f2e7e6,Kyocera,iPhone 13,2024-09-14 13:35:41,2024-09-14 17:16:33,220,CST,TX,Rockwall,32.7436043915977,-97.0926086294982,5
a26481d9-1892-4596-8944-ede14e03d1ea,Motorola,DuraForce PRO 2,2024-09-14 12:10:18,2024-09-14 14:44:25,154,CST,TX,Princeton,32.74789662659597,-97.09516291243102,1
42acfdea-1f48-4af4-8ff2-087de2e35a46,Motorola,iPhone 13,2024-09-14 18:22:59,2024-09-14 20:00:00,97,CST,TX,Arlington,32.747121138315784,-97.09107184628274,7
81678184-9d1f-40f2-b1ef-8f0bcb6c2a87,Kyocera,Pixel 6,2024-09-14 17:29:09,2024-09-14 20:00:00,150,CST,TX,Southlake,32.74867106350501,-97.0967819080466,2
012a7688-5fb4-4e4e-a298-bc91e68798e5,Motorola,iPhone 13,2024-09-14 19:54:51,2024-09-14 20:00:00,5,CST,TX,Arlington,32.7453698594135,-97.09080154480168,4
a42cb486-67db-4780-b4cc-3cedfc6acfb9,Samsung,Moto G Power,2024-09-14 16:49:59,2024-09-14 17:17:41,27,CST,TX,Prosper,32.74266218865385,-97.09291928945287,4
98155823-0c3a-45eb-bba4-65481d4a7d7b,Motorola,iPhone 13,2024-09-14 15:40:35,2024-09-14 17:50:05,129,CST,TX,Richardson,32.748935545151774,-97.08881635494993,3
6310e6e6-05e3-4f84-9932-7049d82fb3aa,Google,DuraForce PRO 2,2024-09-14 18:00:28,2024-09-14 20:00:00,119,CST,TX,Arlington,32.74318417099493,-97.10008812965314,5
e7e845a8-26b1-4c38-98a5-7713ca872761,Apple,iPhone 13,2024-09-14 17:01:04,2024-09-14 19:26:52,145,CST,TX,Rockwall,32.75155733267629,-97.0980515394993,2
94fb1f08-491f-45a9-8445-3ad5d4988c1b,Motorola,DuraForce PRO 2,2024-09-14 12:47:36,2024-09-14 14:20:56,93,CST,TX,Richardson,32.75036191394743,-97.08584703984125,6
eaeb1427-8e13-4841-bbba-2e38b4d443c4,Samsung,DuraForce PRO 2,2024-09-14 17:14:19,2024-09-14 18:04:40,50,CST,TX,Southlake,32.74362427726722,-97.0823093105581,7
18455fc1-f076-4b37-be0a-81aebfc07dcf,Motorola,DuraForce PRO 2,2024-09-14 16:00:20,2024-09-14 17:41:57,101,CST,TX,McKinney,32.743053206110666,-97.08356581265603,1
5544d7da-d2d6-4001-954e-c51b8a87ebfb,Google,Galaxy S21,2024-09-14 16:51:50,2024-09-14 18:25:39,93,CST,TX,Princeton,32.746575079199964,-97.07218899112556,5
519c9880-39a5-4df6-9d7e-a8d70087b26a,Google,Moto G Power,2024-09-14 13:00:04,2024-09-14 16:46:47,226,CST,TX,Prosper,32.74720827321975,-97.09632116741015,7
a8321428-e9b9-4e69-9379-bc72481df6ec,Apple,DuraForce PRO 2,2024-09-14 19:41:01,2024-09-14 20:00:00,18,CST,TX,Rockwall,32.74432225275582,-97.08704328463867,3
e535d4fa-6c7b-4efd-a444-0aa81f8449b4,Kyocera,Galaxy S21,2024-09-14 15:17:04,2024-09-14 18:53:30,216,CST,TX,Arlington,32.75042268365826,-97.11135546670829,4
8422131c-b3b9-48c0-aa83-a93b1c37b028,Samsung,iPhone 13,2024-09-14 15:54:44,2024-09-14 19:02:16,187,CST,TX,DFW,32.752029178734354,-97.1034646256258,6
196e4951-49c7-4bba-a79a-56640bbcf818,Kyocera,Galaxy S21,2024-09-14 16:55:49,2024-09-14 17:40:42,44,CST,TX,Plano,32.74351914665842,-97.10890201811702,1
f21b8ede-67f4-4f00-a65e-a2a384147e21,Google,iPhone 13,2024-09-14 13:58:02,2024-09-14 17:11:17,193,CST,TX,Dallas,32.74748946183093,-97.07849357186575,5
95cdf8d3-0458-42af-b4a4-1696c502fd0f,Google,Moto G Power,2024-09-14 17:46:29,2024-09-14 20:00:00,133,CST,TX,Prosper,32.74788365850745,-97.08686869379237,6
38c431a7-6da4-40ff-a048-3a897a32dc31,Kyocera,DuraForce PRO 2,2024-09-14 15:40:28,2024-09-14 17:40:39,120,CST,TX,Murphy,32.75012634208089,-97.10259921521556,2
fab4ab4f-4fd9-448c-b5ce-480d8b226682,Motorola,Moto G Power,2024-09-14 18:58:33,2024-09-14 20:00:00,61,CST,TX,Murphy,32.74858661006218,-97.10626587778454,6
b9cfe8dd-df71-4e7c-b558-d0862c63a201,Kyocera,DuraForce PRO 2,2024-09-14 14:56:46,2024-09-14 17:02:52,126,CST,TX,Arlington,32.74544001738114,-97.0731820746025,4
fd1ff9a6-ec9e-4502-84be-a7b7e91e8ff1,Apple,Moto G Power,2024-09-14 12:07:02,2024-09-14 15:16:25,189,CST,TX,Garland,32.746900845432336,-97.0890311217096,5
6a483622-a8d9-4917-97da-95b2ca9465b1,Apple,iPhone 13,2024-09-14 18:19:56,2024-09-14 20:00:00,100,CST,TX,Southlake,32.74774306588687,-97.10733932045241,7
b0f3ae11-4310-47f9-9fe3-8ec387dd03ee,Samsung,Galaxy S21,2024-09-14 12:57:29,2024-09-14 14:12:49,75,CST,TX,Princeton,32.743823954072674,-97.09163951883228,5
bf7b6c40-17f7-425f-9b46-9f58942b1802,Apple,iPhone 13,2024-09-14 18:48:11,2024-09-14 20:00:00,71,CST,TX,Celina,32.743596239761224,-97.10355379499202,4
aa7f9274-e346-4eb5-96bd-3cfe3ff6af2c,Samsung,Pixel 6,2024-09-14 19:11:31,2024-09-14 20:00:00,48,CST,TX,Gunter,32.750889036338386,-97.08155810975474,1
bb7cf89e-f4c8-4fb4-b56a-80f286494ee4,Kyocera,Pixel 6,2024-09-14 13:16:01,2024-09-14 13:56:31,40,CST,TX,Celina,32.74490832300139,-97.1131470423563,5
26b7412b-cdea-456a-a66e-ab61a95299a6,Kyocera,Moto G Power,2024-09-14 13:54:21,2024-09-14 14:05:48,11,CST,TX,DFW,32.7476877519802,-97.10752748055269,7
7b19355c-e641-42ca-ac38-61548d9f9f56,Motorola,Moto G Power,2024-09-14 18:42:49,2024-09-14 20:00:00,77,CST,TX,Prosper,32.74682436995892,-97.08763181162476,2
08dceebc-4541-4ff3-96e2-42fb54fca059,Google,DuraForce PRO 2,2024-09-14 18:52:38,2024-09-14 20:00:00,67,CST,TX,McKinney,32.74491178454039,-97.09242819933083,2
69ad593c-b835-409b-9fd7-818c0d9811be,Motorola,iPhone 13,2024-09-14 12:05:25,2024-09-14 15:01:13,175,CST,TX,Southlake,32.743985203306885,-97.09021938436021,1
7da5f636-1073-410b-8c36-71062b5ad40b,Samsung,DuraForce PRO 2,2024-09-14 12:29:25,2024-09-14 15:50:39,201,CST,TX,Dallas,32.747439897594084,-97.07684996438933,6
9cfa49fc-4978-4a54-9fea-de0f9e76c2bb,Motorola,DuraForce PRO 2,2024-09-14 18:03:22,2024-09-14 18:14:52,11,CST,TX,Irving,32.743215356062294,-97.08027866453692,6
ffd6464d-0523-4ef3-878d-e2eb76b9407e,Motorola,Pixel 6,2024-09-14 14:42:01,2024-09-14 17:19:52,157,CST,TX,McKinney,32.74607330410523,-97.11633929423672,3
f90d79eb-dfad-4b73-97c8-77f5abf42e38,Apple,Moto G Power,2024-09-14 16:04:57,2024-09-14 16:36:54,31,CST,TX,Rockwall,32.74520951208799,-97.08035610791381,1
f76fc50a-4494-4a46-a95b-5eba35acf405,Apple,Pixel 6,2024-09-14 12:18:51,2024-09-14 15:00:02,161,CST,TX,Frisco,32.74781997573242,-97.11631598319299,6
e9ce5951-387a-4403-9c4b-62a65c58b1b0,Samsung,Galaxy S21,2024-09-14 15:16:08,2024-09-14 17:37:51,141,CST,TX,Denton,32.752051442208874,-97.10307772049154,1
6033828c-10c1-4313-8a06-0b4c8e852889,Kyocera,Moto G Power,2024-09-14 15:35:47,2024-09-14 18:01:47,146,CST,TX,Southlake,32.748801355428085,-97.09419509357504,1
f6f355a0-63d6-4109-8921-eaf17302a1b5,Samsung,Moto G Power,2024-09-14 16:38:15,2024-09-14 17:56:32,78,CST,TX,DFW,32.7431091270488,-97.09285542890946,1
d29e8736-ea11-481c-817f-c914cef24baf,Google,iPhone 13,2024-09-14 15:39:43,2024-09-14 19:22:02,222,CST,TX,Denton,32.75059728099652,-97.10624491782333,3
aa61815b-d3bf-4c8d-a86b-dfe6c2d9c591,Motorola,Moto G Power,2024-09-14 18:06:17,2024-09-14 20:00:00,113,CST,TX,Richardson,32.74618249555262,-97.08028606333002,6
cfa8fc38-b42f-48e0-9973-491f3df168ef,Samsung,Pixel 6,2024-09-14 15:40:21,2024-09-14 17:43:59,123,CST,TX,Frisco,32.74716772228282,-97.10878609361653,4
05a88fe7-80bd-4151-abf0-c6bdc3a0d8ef,Motorola,Pixel 6,2024-09-14 18:36:10,2024-09-14 18:49:46,13,CST,TX,Plano,32.747340609581485,-97.08617382595408,3
1e93b56f-95c5-4e6b-a41d-d8a9b859eccf,Google,iPhone 13,2024-09-14 15:22:20,2024-09-14 16:45:57,83,CST,TX,Plano,32.74449590963611,-97.09222614061889,5
e23598b7-c682-428f-8d2f-91ea0cb12b8a,Samsung,Moto G Power,2024-09-14 19:28:50,2024-09-14 20:00:00,31,CST,TX,Prosper,32.7498097358122,-97.08958750152235,4
d353a4bf-7a7a-48f9-9052-4cd38aa4e47b,Google,Pixel 6,2024-09-14 12:47:37,2024-09-14 15:38:46,171,CST,TX,Rockwall,32.74849599169877,-97.09176408996473,3
03787bf6-54b5-45d0-8487-feadfcee4061,Google,Pixel 6,2024-09-14 18:39:16,2024-09-14 20:00:00,80,CST,TX,Denton,32.7446440704049,-97.07623678600598,3
a99f7b7b-182d-441e-a338-1d3d4012e729,Samsung,Moto G Power,2024-09-14 12:20:13,2024-09-14 15:55:47,215,CST,TX,Princeton,32.7436008242146,-97.09342887057873,7
b04f46bc-983c-4ea6-a758-923a2233256a,Kyocera,iPhone 13,2024-09-14 12:34:13,2024-09-14 13:49:07,74,CST,TX,Southlake,32.74902260236448,-97.11240250613805,7
06b870e3-f966-4349-ae68-f87e3d2963d1,Samsung,Moto G Power,2024-09-14 13:49:52,2024-09-14 15:28:04,98,CST,TX,Denton,32.74681147954336,-97.10492513521321,4
a9eccb25-9dc0-42f3-9bad-5535746ee829,Motorola,DuraForce PRO 2,2024-09-14 18:23:06,2024-09-14 20:00:00,96,CST,TX,Gunter,32.743072442626875,-97.08722696505379,2
3cb15b5f-ed91-4edc-95c8-88695b553359,Apple,Pixel 6,2024-09-14 15:33:20,2024-09-14 19:16:58,223,CST,TX,Plano,32.74645721428788,-97.09443938090764,4
df0c6392-c215-4dc9-80a6-5824d712750c,Google,DuraForce PRO 2,2024-09-14 16:59:27,2024-09-14 19:54:06,174,CST,TX,Dallas,32.748283471708156,-97.08065392632028,1
b0be8365-9525-4e02-99de-2aee113a8919,Kyocera,Galaxy S21,2024-09-14 16:28:26,2024-09-14 19:26:56,178,CST,TX,Arlington,32.74258375333912,-97.09159246209367,2
2c811dac-0a84-4cab-b2a7-6046655f0031,Motorola,iPhone 13,2024-09-14 16:39:59,2024-09-14 16:59:04,19,CST,TX,Rockwall,32.747397632071895,-97.10274175953595,4
736e8dc2-2299-4693-bf1d-63727048e830,Samsung,DuraForce PRO 2,2024-09-14 18:59:24,2024-09-14 20:00:00,60,CST,TX,Denton,32.74679190747143,-97.10885808273493,5
d80eab9a-16c8-438b-a22d-ae0928f2c44d,Kyocera,Galaxy S21,2024-09-14 18:33:30,2024-09-14 20:00:00,86,CST,TX,Arlington,32.74584980459992,-97.10465566008692,4
f8bfb858-4289-4a00-b82b-6457338ac9e1,Samsung,Galaxy S21,2024-09-14 12:02:18,2024-09-14 13:24:12,81,CST,TX,Prosper,32.7444905079416,-97.08907362323932,3
3fdca158-350a-41d0-867d-25664dd5aca4,Apple,Pixel 6,2024-09-14 19:34:58,2024-09-14 20:00:00,25,CST,TX,Arlington,32.74429890565073,-97.09788681522734,2
7515ba80-2930-437e-8bbe-16254c6ce9ff,Apple,Moto G Power,2024-09-14 12:27:32,2024-09-14 13:15:52,48,CST,TX,Prosper,32.74666313529257,-97.085226588419,1
b9e55050-9d57-444c-813a-ec33e08cdedb,Kyocera,DuraForce PRO 2,2024-09-14 15:37:12,2024-09-14 16:37:04,59,CST,TX,Rockwall,32.74817722171556,-97.07497094909229,1
067f5442-dee8-416d-8d5c-efb43c3dc14d,Google,Pixel 6,2024-09-14 15:13:49,2024-09-14 18:54:10,220,CST,TX,Southlake,32.74665745507312,-97.10626632208225,3
4cc5ad62-9207-48ea-b33e-6e77f2427916,Apple,iPhone 13,2024-09-14 16:45:30,2024-09-14 17:56:13,70,CST,TX,Irving,32.74534359862307,-97.07810122266342,2
309c8364-edb3-4aa5-89ca-397d15d8f04c,Apple,Moto G Power,2024-09-14 16:41:41,2024-09-14 17:45:32,63,CST,TX,Murphy,32.74922352446516,-97.09029437119732,2
41b0fc8b-07e8-418c-8903-a7521128abf1,Apple,Moto G Power,2024-09-14 17:36:32,2024-09-14 18:28:28,51,CST,TX,Denton,32.74304347766516,-97.08372058256383,1
b51bec5a-f9b6-45c2-a40f-99f2498bac50,Apple,Pixel 6,2024-09-14 13:15:47,2024-09-14 15:40:55,145,CST,TX,Garland,32.747861844285495,-97.0864070033447,6
ab59ba00-aa4c-410c-8ebc-a9dea2b8c778,Google,Pixel 6,2024-09-14 13:58:58,2024-09-14 16:07:03,128,CST,TX,Southlake,32.75002703848475,-97.09730746482559,3
b3f8b89f-6876-48d1-ac01-1a127df14e0f,Motorola,Pixel 6,2024-09-14 12:14:28,2024-09-14 15:01:03,166,CST,TX,Dallas,32.7460212977047,-97.07529582191904,6
56db2c39-aba5-477c-b38f-a7f76ab579b6,Google,Moto G Power,2024-09-14 18:49:12,2024-09-14 19:13:57,24,CST,TX,Celina,32.74653073440039,-97.09499545542583,2
57c81957-3639-45eb-ae7d-bd4a1f21a0bc,Google,Moto G Power,2024-09-14 14:44:34,2024-09-14 17:08:15,143,CST,TX,Prosper,32.7436743866303,-97.07943251534691,5
b7baeb29-c896-420c-b313-a3a0a2351be7,Apple,Moto G Power,2024-09-14 14:34:04,2024-09-14 15:36:27,62,CST,TX,Richardson,32.7479387947495,-97.07789160451915,5
c578e714-a6aa-4a6f-805e-aaeb01583204,Samsung,Pixel 6,2024-09-14 13:04:27,2024-09-14 15:19:41,135,CST,TX,McKinney,32.74715027941938,-97.09287482281235,2
d256bc15-e40c-4dcb-b6d3-c4c388547b57,Samsung,DuraForce PRO 2,2024-09-14 13:50:10,2024-09-14 17:08:28,198,CST,TX,Murphy,32.7466530912909,-97.08265203377454,7
