mdn_hash,city,lat,lon,app_name,category,url,protocol,host,timestamp,duration_minutes,upstream_gb,downstream_gb,total_gb
04ca73bd-1d1c-4755-aa73-2a7e138645dc,Gunter,32.75105645101786,-97.08316608166804,Fitbit,Health,http://www.fitbit.com/c6a9da0b-86e9-4776-a741-3be869379234,http,www.fitbit.com,2024-09-14 13:57:01,23,0.22,3.53,3.75
04ca73bd-1d1c-4755-aa73-2a7e138645dc,Gunter,32.75105645101786,-97.08316608166804,Apple Health,Health,https://www.applehealth.com/b7c8d7e1-c895-4e12-8187-110034ebceef,https,www.applehealth.com,2024-09-14 13:57:01,6,0.54,1.88,2.42
b63af172-76c6-42e6-85fd-18cf4e55d15d,Frisco,32.74646817038623,-97.10098668802692,Microsoft Office,Productivity,http://www.microsoftoffice.com/d3d56a69-70e6-4c0b-943d-2d25e9b9ed22,http,www.microsoftoffice.com,2024-09-14 18:38:14,40,1.96,0.78,2.74
b63af172-76c6-42e6-85fd-18cf4e55d15d,Frisco,32.74646817038623,-97.10098668802692,PUBG Mobile,Gaming,http://www.pubgmobile.com/d1793dc2-7c9e-4840-b92c-4e44d762c439,http,www.pubgmobile.com,2024-09-14 18:38:14,8,1.0,2.62,3.62
b63af172-76c6-42e6-85fd-18cf4e55d15d,Frisco,32.74646817038623,-97.10098668802692,Slack,Productivity,http://www.slack.com/1c735a45-5712-4445-a315-9c80c982a254,http,www.slack.com,2024-09-14 18:38:14,26,0.98,4.98,5.96
5bf65faf-fc34-4bd4-8009-d8e318b21e75,Gunter,32.74812625922205,-97.07285819472966,Trello,Productivity,https://www.trello.com/cfb28bb9-5efd-4dc6-b287-166ed3742624,https,www.trello.com,2024-09-14 18:21:00,36,1.98,4.89,6.87
5bf65faf-fc34-4bd4-8009-d8e318b21e75,Gunter,32.74812625922205,-97.07285819472966,Facebook,Social Media,http://www.facebook.com/909e1009-748c-4eb4-819e-b83cfe45ddbf,http,www.facebook.com,2024-09-14 18:21:00,42,1.7,4.2,5.9
5bf65faf-fc34-4bd4-8009-d8e318b21e75,Gunter,32.74812625922205,-97.07285819472966,Fitbit,Health,http://www.fitbit.com/5ef2e1a1-535a-4728-bd11-5295f1869724,http,www.fitbit.com,2024-09-14 18:21:00,44,0.38,2.51,2.89
5bf65faf-fc34-4bd4-8009-d8e318b21e75,Gunter,32.74812625922205,-97.07285819472966,Walmart,Shopping,http://www.walmart.com/fcd632db-79bc-4df3-b1f1-5c78f76d1c4c,http,www.walmart.com,2024-09-14 18:21:00,42,1.7,4.62,6.32
b8cf2e00-1de5-4f3d-ba03-8b7e2ebb54ba,Rockwall,32.75153788165545,-97.08186899354212,Amazon,Shopping,http://www.amazon.com/17afb69a-6b0c-42e7-a324-fe1a0ded2bea,http,www.amazon.com,2024-09-14 16:30:05,36,1.74,0.85,2.59
b8cf2e00-1de5-4f3d-ba03-8b7e2ebb54ba,Rockwall,32.75153788165545,-97.08186899354212,Trello,Productivity,https://www.trello.com/8ab71615-cbed-44f4-a6d7-5aabe15a0ddc,https,www.trello.com,2024-09-14 16:30:05,3,0.2,3.39,3.59
b8cf2e00-1de5-4f3d-ba03-8b7e2ebb54ba,Rockwall,32.75153788165545,-97.08186899354212,Snapchat,Social Media,https://www.snapchat.com/4aeffec4-0aa8-472a-af9f-3eefa4845712,https,www.snapchat.com,2024-09-14 16:30:05,5,1.59,0.65,2.24
b8cf2e00-1de5-4f3d-ba03-8b7e2ebb54ba,Rockwall,32.75153788165545,-97.08186899354212,Google Fit,Health,https://www.googlefit.com/11e1ff1b-a2fd-4354-8dca-3c212f5b66ce,https,www.googlefit.com,2024-09-14 16:30:05,9,1.14,1.33,2.47
6ad92a0a-03c9-4f8a-be55-af8ba31efab7,DFW,32.75076164932285,-97.09131139536466,Hulu,Streaming,https://www.hulu.com/2066b799-9973-4a52-96d3-3844251759e4,https,www.hulu.com,2024-09-14 14:14:46,60,0.46,2.28,2.74
0c4cc51e-9eae-4fa2-aa02-aa940c69fd78,Plano,32.7464229137784,-97.07983556236456,Netflix,Streaming,https://www.netflix.com/808f0ec2-f934-4e7f-afdd-654693b4b8a9,https,www.netflix.com,2024-09-14 13:26:20,13,1.64,3.17,4.81
0c4cc51e-9eae-4fa2-aa02-aa940c69fd78,Plano,32.7464229137784,-97.07983556236456,Google Fit,Health,https://www.googlefit.com/c859a291-fa5f-45e3-b7ee-d6e186ea9fe6,https,www.googlefit.com,2024-09-14 13:26:20,36,0.79,4.39,5.18
0c4cc51e-9eae-4fa2-aa02-aa940c69fd78,Plano,32.7464229137784,-97.07983556236456,eBay,Shopping,https://www.ebay.com/604c9a51-93af-42ea-9faa-2d4477835018,https,www.ebay.com,2024-09-14 13:26:20,47,1.14,0.88,2.02
0c4cc51e-9eae-4fa2-aa02-aa940c69fd78,Plano,32.7464229137784,-97.07983556236456,NY Times,News,https://www.nytimes.com/dc580ba8-7213-4996-984c-d4ca8f4fed83,https,www.nytimes.com,2024-09-14 13:26:20,22,1.52,2.94,4.46
0c4cc51e-9eae-4fa2-aa02-aa940c69fd78,Plano,32.7464229137784,-97.07983556236456,Twitter,Social Media,http://www.twitter.com/f21d1da3-3036-44b7-8b0d-13cdddd7312b,http,www.twitter.com,2024-09-14 13:26:20,30,1.67,1.24,2.91
9889ccda-1b45-4c43-b89b-054f6d0a97c9,Arlington,32.7479553302505,-97.07918336451728,Snapchat,Social Media,http://www.snapchat.com/0dc6b22c-ab19-4a1d-81fa-0afafa063ea1,http,www.snapchat.com,2024-09-14 15:33:43,39,0.98,0.73,1.71
9889ccda-1b45-4c43-b89b-054f6d0a97c9,Arlington,32.7479553302505,-97.07918336451728,PUBG Mobile,Gaming,https://www.pubgmobile.com/b02dbeb4-b8f4-4c8c-ba70-1a6b71895043,https,www.pubgmobile.com,2024-09-14 15:33:43,29,0.97,1.83,2.8
9889ccda-1b45-4c43-b89b-054f6d0a97c9,Arlington,32.7479553302505,-97.07918336451728,Microsoft Office,Productivity,https://www.microsoftoffice.com/95cc30d2-117a-4520-b6e7-259518aefc40,https,www.microsoftoffice.com,2024-09-14 15:33:43,53,0.93,4.51,5.44
9889ccda-1b45-4c43-b89b-054f6d0a97c9,Arlington,32.7479553302505,-97.07918336451728,Twitter,Social Media,https://www.twitter.com/88ad7e15-9639-45ec-aab9-5655fa901597,https,www.twitter.com,2024-09-14 15:33:43,36,1.53,2.13,3.66
be26723d-b28c-48f6-b65c-c11019294660,Princeton,32.75161790570401,-97.09494534047904,Hulu,Streaming,https://www.hulu.com/84a16d8b-bd98-4fe2-9096-7bd37af1fd8b,https,www.hulu.com,2024-09-14 17:03:40,51,1.09,0.93,2.02
be26723d-b28c-48f6-b65c-c11019294660,Princeton,32.75161790570401,-97.09494534047904,Call of Duty Mobile,Gaming,https://www.callofdutymobile.com/7c0804d7-17af-4b1d-8023-7f80649bcda4,https,www.callofdutymobile.com,2024-09-14 17:03:40,1,1.93,4.39,6.32
be26723d-b28c-48f6-b65c-c11019294660,Princeton,32.75161790570401,-97.09494534047904,BBC,News,http://www.bbc.com/1f0bfda5-ea25-4e56-89e4-e779bbc1e356,http,www.bbc.com,2024-09-14 17:03:40,26,0.57,3.43,4.0
be26723d-b28c-48f6-b65c-c11019294660,Princeton,32.75161790570401,-97.09494534047904,Google Fit,Health,https://www.googlefit.com/61f88252-7567-42a2-b91e-f58c0482b32e,https,www.googlefit.com,2024-09-14 17:03:40,38,1.22,3.58,4.8
be26723d-b28c-48f6-b65c-c11019294660,Princeton,32.75161790570401,-97.09494534047904,Google Drive,Productivity,http://www.googledrive.com/184b69c9-8272-4154-abcd-6450b4ff4d01,http,www.googledrive.com,2024-09-14 17:03:40,3,0.81,1.67,2.48
8b94e6a0-cfc0-4399-ac6f-dce85f7106c5,Murphy,32.75097684069691,-97.10600292447492,Twitter,Social Media,https://www.twitter.com/c322b6e1-53da-4ba9-8574-8da2a202740d,https,www.twitter.com,2024-09-14 19:07:27,49,0.32,2.8,3.12
8b94e6a0-cfc0-4399-ac6f-dce85f7106c5,Murphy,32.75097684069691,-97.10600292447492,Clash of Clans,Gaming,https://www.clashofclans.com/31726137-6157-4ea6-95af-a704a23fae27,https,www.clashofclans.com,2024-09-14 19:07:27,4,0.53,1.09,1.62
8b94e6a0-cfc0-4399-ac6f-dce85f7106c5,Murphy,32.75097684069691,-97.10600292447492,Target,Shopping,http://www.target.com/c6ea95f6-8167-40bf-a7e7-b05f411cb5cd,http,www.target.com,2024-09-14 19:07:27,54,1.91,3.01,4.92
8b94e6a0-cfc0-4399-ac6f-dce85f7106c5,Murphy,32.75097684069691,-97.10600292447492,Trello,Productivity,https://www.trello.com/a4105060-331c-4c59-b980-edf1caf84c13,https,www.trello.com,2024-09-14 19:07:27,57,0.49,2.17,2.66
8b94e6a0-cfc0-4399-ac6f-dce85f7106c5,Murphy,32.75097684069691,-97.10600292447492,Target,Shopping,http://www.target.com/fb6f4698-04dc-4c19-8b63-2c81029377ee,http,www.target.com,2024-09-14 19:07:27,60,1.96,1.5,3.46
23d8d8c1-d571-4fae-91dd-1698bfb398ba,Gunter,32.74743206174763,-97.10178603047814,Fox News,News,https://www.foxnews.com/29e3359a-b3f3-4dae-af86-5b8f4a02953c,https,www.foxnews.com,2024-09-14 17:31:54,19,0.56,4.71,5.27
9b3cafc5-09f0-4ffa-9e28-e049f6355da2,Garland,32.742060542316054,-97.09521823907284,Walmart,Shopping,https://www.walmart.com/83f61336-0196-459f-95c5-73bc1689ff1d,https,www.walmart.com,2024-09-14 16:46:10,60,1.71,4.28,5.99
9b3cafc5-09f0-4ffa-9e28-e049f6355da2,Garland,32.742060542316054,-97.09521823907284,YouTube,Streaming,https://www.youtube.com/076d4ecb-245a-4923-90d4-e7011b00f83c,https,www.youtube.com,2024-09-14 16:46:10,52,1.16,0.72,1.88
4211d7b1-eece-4c3b-918a-013c65f3190f,McKinney,32.745086669747614,-97.0939746264764,Snapchat,Social Media,http://www.snapchat.com/cb4a4adc-75cc-472e-896b-d50b7208341a,http,www.snapchat.com,2024-09-14 12:32:41,56,1.95,2.86,4.81
4211d7b1-eece-4c3b-918a-013c65f3190f,McKinney,32.745086669747614,-97.0939746264764,CNN,News,http://www.cnn.com/0bb22168-555a-45e7-a641-8e97956df28c,http,www.cnn.com,2024-09-14 12:32:41,37,0.32,1.73,2.05
4211d7b1-eece-4c3b-918a-013c65f3190f,McKinney,32.745086669747614,-97.0939746264764,Candy Crush,Gaming,https://www.candycrush.com/5fec994b-f568-4e90-8fdc-6c8bc319203d,https,www.candycrush.com,2024-09-14 12:32:41,35,0.41,1.35,1.76
4211d7b1-eece-4c3b-918a-013c65f3190f,McKinney,32.745086669747614,-97.0939746264764,Snapchat,Social Media,http://www.snapchat.com/f5f3ca1e-d556-4c5d-8d75-17352f81e1ef,http,www.snapchat.com,2024-09-14 12:32:41,22,1.15,3.09,4.24
c27c0e3a-e01d-432e-b644-ac33215c34c7,Denton,32.74612850469239,-97.10073903215172,Fitbit,Health,https://www.fitbit.com/fabd02d1-845c-46a4-bcdf-cf4e739a05ac,https,www.fitbit.com,2024-09-14 17:04:26,30,0.97,4.99,5.96
c27c0e3a-e01d-432e-b644-ac33215c34c7,Denton,32.74612850469239,-97.10073903215172,NY Times,News,https://www.nytimes.com/70a06cc9-b4ec-4ace-b35b-787d69bfb430,https,www.nytimes.com,2024-09-14 17:04:26,54,1.01,4.05,5.06
c27c0e3a-e01d-432e-b644-ac33215c34c7,Denton,32.74612850469239,-97.10073903215172,PUBG Mobile,Gaming,http://www.pubgmobile.com/c8145d5b-cbee-40fe-bf0e-ac78449c91d1,http,www.pubgmobile.com,2024-09-14 17:04:26,19,1.89,3.67,5.56
6302ae08-14ab-45eb-af97-891521d2cd02,Princeton,32.74311735989629,-97.09352473086724,Facebook,Social Media,https://www.facebook.com/4e447fbe-4c2e-471d-a0e2-4284b6624587,https,www.facebook.com,2024-09-14 14:38:48,9,0.22,1.81,2.03
6302ae08-14ab-45eb-af97-891521d2cd02,Princeton,32.74311735989629,-97.09352473086724,Microsoft Office,Productivity,https://www.microsoftoffice.com/cccc4292-e3f8-48eb-a05a-74280a141d02,https,www.microsoftoffice.com,2024-09-14 14:38:48,22,0.17,3.03,3.2
6302ae08-14ab-45eb-af97-891521d2cd02,Princeton,32.74311735989629,-97.09352473086724,YouTube,Streaming,https://www.youtube.com/11971807-1845-495f-bb82-a3b7df7c26d6,https,www.youtube.com,2024-09-14 14:38:48,35,0.26,3.67,3.93
6302ae08-14ab-45eb-af97-891521d2cd02,Princeton,32.74311735989629,-97.09352473086724,Candy Crush,Gaming,http://www.candycrush.com/cf62f1b6-17d6-46b8-9d0e-ab1b48e4e18d,http,www.candycrush.com,2024-09-14 14:38:48,20,0.98,3.0,3.98
626d2334-af6c-4d51-bd8d-2c1c385bed60,Dallas,32.75006437962418,-97.09287561309552,BBC,News,https://www.bbc.com/48f0581f-e9d8-47e0-af6e-4bcbf3a6aeec,https,www.bbc.com,2024-09-14 16:36:29,34,0.94,4.47,5.41
9f0990b5-2b2b-4412-91cc-e70862b03475,Irving,32.75118087080042,-97.0956097251196,eBay,Shopping,https://www.ebay.com/b6527d99-4f7f-49b9-a497-4562b2cf3faf,https,www.ebay.com,2024-09-14 17:44:41,15,1.88,3.17,5.05
f5748817-3d35-4de0-acb0-0407c6b4526b,Dallas,32.74962399116862,-97.0954150294535,Target,Shopping,http://www.target.com/8e19fe87-fa2f-47d7-8de1-f1a5e9aa444d,http,www.target.com,2024-09-14 19:17:57,51,0.29,2.73,3.02
479e2d4c-977f-4caa-9d5d-cdd4898d3631,Garland,32.74902715638605,-97.09986083541354,Facebook,Social Media,https://www.facebook.com/f4a495d8-d851-436f-a2d2-bf0208cc267b,https,www.facebook.com,2024-09-14 15:10:41,3,1.28,0.73,2.01
479e2d4c-977f-4caa-9d5d-cdd4898d3631,Garland,32.74902715638605,-97.09986083541354,Microsoft Office,Productivity,https://www.microsoftoffice.com/1a41a202-f028-451d-b4d4-ddccb21290d4,https,www.microsoftoffice.com,2024-09-14 15:10:41,46,1.97,3.28,5.25
479e2d4c-977f-4caa-9d5d-cdd4898d3631,Garland,32.74902715638605,-97.09986083541354,Facebook,Social Media,http://www.facebook.com/0526e906-b470-409f-b1de-02ed18d6a7b7,http,www.facebook.com,2024-09-14 15:10:41,32,1.86,1.86,3.72
4a3d61ac-0e9f-4fc3-90d4-6a99804e6cd2,Plano,32.752331455621245,-97.0870997957558,Target,Shopping,http://www.target.com/a9f10380-c4c1-44ca-9ff0-24f8f06ed4a2,http,www.target.com,2024-09-14 12:47:22,25,0.46,3.18,3.64
4a3d61ac-0e9f-4fc3-90d4-6a99804e6cd2,Plano,32.752331455621245,-97.0870997957558,YouTube,Streaming,http://www.youtube.com/273aa3c1-37d9-4fb1-84c6-62f61e0d2238,http,www.youtube.com,2024-09-14 12:47:22,53,1.46,3.96,5.42
21276728-2663-4792-9f88-8fa5c33795f6,McKinney,32.74475622308043,-97.09438765841476,eBay,Shopping,https://www.ebay.com/c6dc8ef0-5201-41e3-bc39-78d4dd9dd317,https,www.ebay.com,2024-09-14 17:48:29,18,0.97,0.53,1.5
21276728-2663-4792-9f88-8fa5c33795f6,McKinney,32.74475622308043,-97.09438765841476,Candy Crush,Gaming,https://www.candycrush.com/12b9b4a2-3cd4-4723-9e03-3027e0a56dfb,https,www.candycrush.com,2024-09-14 17:48:29,27,0.66,4.19,4.85
21276728-2663-4792-9f88-8fa5c33795f6,McKinney,32.74475622308043,-97.09438765841476,YouTube,Streaming,https://www.youtube.com/074ca678-9df1-4b82-9a0c-2ee1658cc012,https,www.youtube.com,2024-09-14 17:48:29,4,1.13,4.06,5.19
21276728-2663-4792-9f88-8fa5c33795f6,McKinney,32.74475622308043,-97.09438765841476,PUBG Mobile,Gaming,https://www.pubgmobile.com/cf0646ce-094e-4e4e-aa94-285d66b05858,https,www.pubgmobile.com,2024-09-14 17:48:29,32,1.74,3.34,5.08
25550e3a-2890-47fa-a322-c1ab8772ee9c,Plano,32.7443915015917,-97.07626754945264,Fox News,News,https://www.foxnews.com/588f002d-676b-404f-8c97-55a03537e401,https,www.foxnews.com,2024-09-14 17:21:31,23,1.85,2.66,4.51
25550e3a-2890-47fa-a322-c1ab8772ee9c,Plano,32.7443915015917,-97.07626754945264,BBC,News,https://www.bbc.com/2f24342e-2b46-4fa6-aa5b-43d33f7940b7,https,www.bbc.com,2024-09-14 17:21:31,54,0.1,1.59,1.69
25550e3a-2890-47fa-a322-c1ab8772ee9c,Plano,32.7443915015917,-97.07626754945264,Netflix,Streaming,http://www.netflix.com/a4cef9d5-4262-4432-a33a-4140a0720f6d,http,www.netflix.com,2024-09-14 17:21:31,4,0.62,4.53,5.15
25550e3a-2890-47fa-a322-c1ab8772ee9c,Plano,32.7443915015917,-97.07626754945264,Microsoft Office,Productivity,https://www.microsoftoffice.com/acbeaa68-5a2a-4c81-bce1-f74c52fecee0,https,www.microsoftoffice.com,2024-09-14 17:21:31,37,0.53,1.49,2.02
13160356-1a0e-4f37-b824-cbd9f53f8d8b,Denton,32.750065402593464,-97.10981821914964,Hulu,Streaming,http://www.hulu.com/a5ebe9f2-f484-473c-948c-4417c3776bb9,http,www.hulu.com,2024-09-14 19:35:01,43,0.83,0.7,1.53
13160356-1a0e-4f37-b824-cbd9f53f8d8b,Denton,32.750065402593464,-97.10981821914964,Call of Duty Mobile,Gaming,https://www.callofdutymobile.com/9939e472-5163-4d95-b13a-23b7b584f3c5,https,www.callofdutymobile.com,2024-09-14 19:35:01,50,1.41,1.32,2.73
c7500e78-f8c8-49cf-b711-ce8eb1d918c5,Denton,32.751681766967415,-97.09357358924476,Google Fit,Health,http://www.googlefit.com/82e8a637-331d-4cd2-9314-5b00bc04c0e8,http,www.googlefit.com,2024-09-14 17:46:14,60,1.83,2.8,4.63
c7500e78-f8c8-49cf-b711-ce8eb1d918c5,Denton,32.751681766967415,-97.09357358924476,Disney+,Streaming,http://www.disney+.com/71324397-5a78-419f-b1ea-99dcfcea99ac,http,www.disney+.com,2024-09-14 17:46:14,56,0.32,4.55,4.87
c7500e78-f8c8-49cf-b711-ce8eb1d918c5,Denton,32.751681766967415,-97.09357358924476,eBay,Shopping,https://www.ebay.com/eeece7f3-bd74-4538-848e-2b17a07646f4,https,www.ebay.com,2024-09-14 17:46:14,28,0.11,1.11,1.22
708d2736-a68e-462e-ae09-629193843b4f,Prosper,32.745835689679545,-97.07513554823603,Facebook,Social Media,http://www.facebook.com/23cb70e6-eae3-4fc8-b2a8-d1935fac7efc,http,www.facebook.com,2024-09-14 17:41:54,37,1.08,1.93,3.01
371a2226-388d-468f-9b29-ef6cb12075a6,Plano,32.7505787616618,-97.11007819132034,Call of Duty Mobile,Gaming,http://www.callofdutymobile.com/705665bb-26a6-4966-b4f9-9681a22277da,http,www.callofdutymobile.com,2024-09-14 14:51:48,30,0.74,2.95,3.69
371a2226-388d-468f-9b29-ef6cb12075a6,Plano,32.7505787616618,-97.11007819132034,Facebook,Social Media,http://www.facebook.com/ea4d2325-30ab-478c-8a71-0ca20e1f9bf6,http,www.facebook.com,2024-09-14 14:51:48,43,0.97,4.08,5.05
371a2226-388d-468f-9b29-ef6cb12075a6,Plano,32.7505787616618,-97.11007819132034,NY Times,News,https://www.nytimes.com/f8f97112-b204-41a1-9c34-a59dc12f99e3,https,www.nytimes.com,2024-09-14 14:51:48,56,0.42,4.15,4.57
371a2226-388d-468f-9b29-ef6cb12075a6,Plano,32.7505787616618,-97.11007819132034,NY Times,News,http://www.nytimes.com/a2b52834-add7-4794-8ab6-990465acd9ee,http,www.nytimes.com,2024-09-14 14:51:48,6,0.72,1.1,1.82
1e2f943b-4e5b-4620-bfc8-f7f895d91bfc,Richardson,32.74542684843455,-97.09332446978352,Google Drive,Productivity,https://www.googledrive.com/c1fd000c-e7ba-4a39-9b23-fc3aa8d0120b,https,www.googledrive.com,2024-09-14 18:16:47,11,0.92,4.47,5.39
1e2f943b-4e5b-4620-bfc8-f7f895d91bfc,Richardson,32.74542684843455,-97.09332446978352,Target,Shopping,http://www.target.com/329bd7b6-ce37-43ce-a3ad-1edee66cff4a,http,www.target.com,2024-09-14 18:16:47,58,1.73,2.9,4.63
1e2f943b-4e5b-4620-bfc8-f7f895d91bfc,Richardson,32.74542684843455,-97.09332446978352,Walmart,Shopping,http://www.walmart.com/686cd968-628c-4f8a-baf8-dea887910e7a,http,www.walmart.com,2024-09-14 18:16:47,7,1.1,2.5,3.6
1e2f943b-4e5b-4620-bfc8-f7f895d91bfc,Richardson,32.74542684843455,-97.09332446978352,Call of Duty Mobile,Gaming,https://www.callofdutymobile.com/1c937bb2-968d-409d-b61c-bd5e69c6422a,https,www.callofdutymobile.com,2024-09-14 18:16:47,24,1.42,3.08,4.5
aa3c4f12-9aa2-4db5-b439-c6259d9c1972,Arlington,32.750217063351435,-97.10333392325974,Slack,Productivity,https://www.slack.com/182679fd-1acc-460b-99b8-3a35b60e731c,https,www.slack.com,2024-09-14 17:33:14,56,0.55,0.56,1.11
aa3c4f12-9aa2-4db5-b439-c6259d9c1972,Arlington,32.750217063351435,-97.10333392325974,Call of Duty Mobile,Gaming,https://www.callofdutymobile.com/d9dc0888-7cb6-4485-b3cc-70fb6a1982f8,https,www.callofdutymobile.com,2024-09-14 17:33:14,23,1.57,2.77,4.34
aa3c4f12-9aa2-4db5-b439-c6259d9c1972,Arlington,32.750217063351435,-97.10333392325974,Slack,Productivity,http://www.slack.com/01c38870-ef4f-452d-8504-6f1f7623a1cc,http,www.slack.com,2024-09-14 17:33:14,44,0.23,3.15,3.38
8843fd84-416c-4aa9-977f-071f02c55ddc,Gunter,32.74940481057128,-97.08553441582276,Disney+,Streaming,http://www.disney+.com/befc12ed-3d52-4a5d-a45c-c29ff314c419,http,www.disney+.com,2024-09-14 19:24:26,1,0.78,4.82,5.6
57db6499-b418-4398-b1b5-8ad5200c3f60,Arlington,32.74613494240315,-97.09733516069758,Disney+,Streaming,http://www.disney+.com/0b987825-f21a-4bdc-a377-9e6f0db51236,http,www.disney+.com,2024-09-14 17:38:07,60,1.86,2.86,4.72
57db6499-b418-4398-b1b5-8ad5200c3f60,Arlington,32.74613494240315,-97.09733516069758,PUBG Mobile,Gaming,https://www.pubgmobile.com/d1268b93-d540-4c30-9ae2-01d13f8a182b,https,www.pubgmobile.com,2024-09-14 17:38:07,35,0.42,4.68,5.1
57db6499-b418-4398-b1b5-8ad5200c3f60,Arlington,32.74613494240315,-97.09733516069758,BBC,News,http://www.bbc.com/9ba0b84a-b3dc-49a9-86bb-ffaab410c073,http,www.bbc.com,2024-09-14 17:38:07,11,1.24,4.98,6.22
db8c3289-143e-4bff-bb63-0bbf729d4d90,McKinney,32.74438802936593,-97.10199238575836,Apple Health,Health,http://www.applehealth.com/09a9a495-0aee-4a15-909a-a4048124731c,http,www.applehealth.com,2024-09-14 15:14:42,2,1.23,4.92,6.15
db8c3289-143e-4bff-bb63-0bbf729d4d90,McKinney,32.74438802936593,-97.10199238575836,Fitbit,Health,http://www.fitbit.com/d3662d2a-f982-431d-bfc8-c17aac2ea996,http,www.fitbit.com,2024-09-14 15:14:42,1,0.66,1.35,2.01
db8c3289-143e-4bff-bb63-0bbf729d4d90,McKinney,32.74438802936593,-97.10199238575836,Walmart,Shopping,http://www.walmart.com/03a1d3fc-5a30-49b9-a798-e9a8ec28f800,http,www.walmart.com,2024-09-14 15:14:42,41,0.7,4.84,5.54
